Unnamed: 0,date,id,user.username,user.displayname,place,user.location,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel
412,2023-03-30 09:03:36+00:00,1641365547689590784,gg8644,란,,글쎄.,"☎ 국가대표 coreaice ✒

✿ 아이스작대기 ✿

✿ 코카인 ☑

작대기사용법 아이스얼음주사 인천아이스
허브 케이 아이스드랍 아이스작대기

클럽약 사탕 떨파는곳 

 엑스터시 떨판매 

 작대기 ㅈㄷㄱㅇㄹ 빙두

천안아이스 떨가격  서울아이스 떨판매 

#아이스술
#아이스사는곳 https://t.co/Vr9z8E73xe",1,0,66.0,"['아이스술', '아이스사는곳']","[Photo(previewUrl='https://pbs.twimg.com/media/FsdNQNMaYAAgvOY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdNQNMaYAAgvOY?format=jpg&name=orig', altText=None)]",Twitter Web App
420,2023-03-30 08:38:24+00:00,1641359206866649091,teamofbeau,team of beau,,,"♥ 오방약국 텔레그램 &gt; p i n k m a n 1 1 4 &lt; 
  
안전좌표  
허브  
광주액상떨  
전국해시시  
합성떨  
부산엘에스디  
#액상대마사는방법 https://t.co/TqHCFo0ZlL",0,0,93.0,['액상대마사는방법'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsdHeU2aQAEQesl?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FsdHeU2aQAEQesl?format=png&name=orig', altText=None)]",Twitter Web App
673,2023-03-29 22:43:51+00:00,1641209583313235968,tjdqkr1,박성준,,,"↘ 텔☁ 레 ☎ 문✌ 의 ☂

Happy b b o n g

해피 해피뽕 

아이스작대기 전문 딜러

대전아이스 ㅂㄷ 브액판매처 
케타민반응 아이스가격아이스샘플아이스선드랍 게이만남

캔디 떨판매 떨후기 
대마 클럽파티 

작대기아이스 허브액상 
작대기술 아이스팝니다 엘에디 

#떨 https://t.co/0jrRzYCe9d",0,0,110.0,['떨'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fsa_Z3GagAEMvCM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsa_Z3GagAEMvCM?format=jpg&name=orig', altText=None)]",Twitter Web App
677,2023-03-29 21:32:01+00:00,1641191505540055040,kshp2,환이,,,"✏ 텔 레 그 램 J R i c e 1 ♣

☁아이스작대기 사끼☢

작대기 아이스 허브 브액 대마초 떨
캔디케이 몰리 떨액 브액 

전국빠른구매아이스거래방법

떨파는곳 떨후기 
인디카

엘에디 아이스작대기 작대기 

#작대기 https://t.co/h7k9tQhvPG",0,0,16.0,['작대기'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fsau9iaaAAEis9D?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsau9iaaAAEis9D?format=jpg&name=orig', altText=None)]",Twitter Web App
679,2023-03-29 21:01:49+00:00,1641183904890748929,UTagmin,탁민우,,,"☺텔레 KRBW24✂

사기 걱정 NO ☎
안전한 거래 ✂

 ☢ 정량 샘플 부터 주문주세요 ☝

작대기 아이스 캔디 케이

떨 떨액 액상 허브액상

대마초 대마 떨 허브 

시원한술 차가운술 빙두

아이스작대기

아이스술 작대기술 사끼

#강남파티
#사끼 https://t.co/4PbQ8qFSAk",0,0,27.0,"['강남파티', '사끼']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1641183885819265024/pu/img/DHS_o81edIMJouBw.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1641183885819265024/pu/vid/244x432/8u_VSMJygojqmb0L.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641183885819265024/pu/pl/s70fWCXa3MRftXoR.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=0.719, views=1, altText=None)]",Twitter Web App
683,2023-03-29 20:17:16+00:00,1641172692626993152,poiyuu00,poiyuu,,,"❣ 텔 레 그 램 J R i c e 1 ☎

↘아이스작대기 사끼✒

작대기 아이스 허브 브액 대마초 떨
캔디케이 몰리 떨액 브액 

아이스게이클럽캔디

엑시 파티약 
떨사는곳

아이스 LSD 아이스작대기 

#아이스작대기
#시원할술팝니다 https://t.co/LHjDSocMnH",0,0,44.0,"['아이스작대기', '시원할술팝니다']","[Photo(previewUrl='https://pbs.twimg.com/media/Fsad2WdaYAAzygR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsad2WdaYAAzygR?format=jpg&name=orig', altText=None)]",Twitter Web App
685,2023-03-29 19:46:08+00:00,1641164858732457984,skszzz123,PADAM,,Republic of Korea,"✎ 텔 레 그 램 J R i c e 1 ♦

✉아이스작대기 사끼✏

작대기 아이스 허브 브액 대마초 떨
캔디케이 몰리 떨액 브액 

아이스판매처엑스터시효능

최음제 떨가격 
클럽약

LSD 아이스뽕 케이 https://t.co/2gMOQ3iC3X",0,0,11.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsaWudKaUAAbR7Y?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaWudKaUAAbR7Y?format=jpg&name=orig', altText=None)]",Twitter Web App
686,2023-03-29 19:23:06+00:00,1641159061986238464,cians123,케미컬경기도엘에스디 경상도졸피뎀 액브판매합니다(작대기아이스),,,"★ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
허브액상  
콕효과  
전국드러그  
아이스판매합니다  
빙두  
대전마취제  
  
#밀크케이 https://t.co/fVfw970hep",0,0,42.0,['밀크케이'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaRbhzaAAAITDS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaRbhzaAAAITDS?format=jpg&name=orig', altText=None)]",Twitter Web App
687,2023-03-29 19:21:37+00:00,1641158691151024128,tonguehal,전라각성제 GHB 경상도보안업체(정글주스),,,"▷ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
북한산아이스사는법  
뽕아이스구입  
경북허브액상  
모르핀  
합성대마초가격  
성남LSD  
  
#삥두 https://t.co/94cRqzhP67",0,0,31.0,['삥두'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaRFJ9acAAegqX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaRFJ9acAAegqX?format=jpg&name=orig', altText=None)]",Twitter Web App
690,2023-03-29 19:10:14+00:00,1641155824151314433,shahreb7625,원수면제구입하는방법 고농축 캔디케이(광주대마),,,"☏ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
경남프로포폴  
작대기후기  
강북수면유도제  
사탕  
액상대마  
수원허브액상  
  
#전라도케이 https://t.co/b9Bw3hmfFS",0,0,51.0,['전라도케이'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaOfJQaMAEnwtW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaOfJQaMAEnwtW?format=jpg&name=orig', altText=None)]",Twitter Web App
692,2023-03-29 18:58:17+00:00,1641152819230285824,febifabiolaffb,아이보안딜러 각성제구입하는법 러쉬(충남마리화나),,,"☆ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
GHB  
몰리  
부산조인트  
허브  
대전작대기  
하이드로몰핀  
  
#매직머쉬룸  
v",0,0,39.0,['매직머쉬룸'],,Twitter Web App
693,2023-03-29 18:50:14+00:00,1641150790730678273,honda1476,경상도하선구함 아이스뽕 인천드랍퍼모집(대전떨액),,,"▶ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
포도허브  
얼음  
울산도리도리  
케이상선  
전남몰리  
전국섹스마약  
  
#충남대마초 https://t.co/Dlw7RcyEfs",0,0,106.0,['충남대마초'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaJ61waQAA4oqw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaJ61waQAA4oqw?format=jpg&name=orig', altText=None)]",Twitter Web App
695,2023-03-29 18:36:59+00:00,1641147455466266624,hanry330,인천보안업체 케타민원석팝니다 얼음구하는곳(얼음),,,"♡ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
허브구입하는법  
차가운술  
강북짝대기  
충북LSD  
밀크케이구하는곳  
아이스판매처  
  
#원석케타민팝니다 https://t.co/5mYojrdFVH",0,0,36.0,['원석케타민팝니다'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaG41XacAEK4wa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaG41XacAEK4wa?format=jpg&name=orig', altText=None)]",Twitter Web App
696,2023-03-29 18:35:25+00:00,1641147061545598977,heba161996,충대구액브 매직머쉬룸 해시시구입하는방법(전라도마리화나),,,"♠ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
옥시코돈  
강원도드랍퍼구인  
충청도안전딜러  
허브도매  
에더블  
드러그  
  
#우유주사판매합니다 https://t.co/8beBCfjifd",0,0,53.0,['우유주사판매합니다'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaGg3DaQAArPsG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaGg3DaQAArPsG?format=jpg&name=orig', altText=None)]",Twitter Web App
699,2023-03-29 18:09:27+00:00,1641140527763714048,irdiajjh,수작대기 하이드로몰핀상선 창원안전드랍(얼음구하는법),,,"♧ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
마리화나  
수면유도제  
아이스  
전남포도허브  
전국모르핀  
액브사는곳  
  
#마리화나 https://t.co/sVP7S3MW4j",0,0,41.0,['마리화나'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaAmIZagAAeJQB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaAmIZagAAeJQB?format=jpg&name=orig', altText=None)]",Twitter Web App
700,2023-03-29 18:05:45+00:00,1641139598532440064,Ardis_waddell,강북액브 서울히로뽕 드러그효과 사끼(합성대마도매),,,"★ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
부산떨액  
충북황술  
허브구매  
전남케이캔디  
강동해시시  
수면제후기  
  
#허브액상 https://t.co/32p9cUetx4",0,0,38.0,['허브액상'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZ_vkKakAExzDX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZ_vkKakAExzDX?format=jpg&name=orig', altText=None)]",Twitter Web App
706,2023-03-29 17:56:32+00:00,1641137276112764928,Khalelpasion,밀크케이구케미컬용인성남하선모집 액상대마 합성대마구매처(고농축),,,"☎ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
충북허브  
전라도신속드랍  
수원케타민원석  
대구원석케타민  
도리도리구매  
매직머쉬룸후기  
  
#drug https://t.co/9q9iVpc07G",0,0,53.0,['drug'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZ9m8eakAEBNqz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZ9m8eakAEBNqz?format=jpg&name=orig', altText=None)]",Twitter Web App
707,2023-03-29 17:54:54+00:00,1641136867684024321,JessicaMilaFCL,성남작대기 충남프로포폴 드라퍼(보안업체),,,"▷ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
서울포도허브  
합성대마구입하는법  
대구트라마돌  
짝대기  
케이캔디사는곳  
엑시  
  
#경북파퍼 https://t.co/dXdvZ7ixoS",0,0,46.0,['경북파퍼'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZ9QoaagAAJ6BX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZ9QoaagAAJ6BX?format=jpg&name=orig', altText=None)]",Twitter Web App
709,2023-03-29 17:51:55+00:00,1641136115582398465,fafatichil,파티drug 물뽕사는곳 대구인슐린(원석케이),,,"▷ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
뽕아이스  
러쉬사는법  
북한산아이스  
허브  
충남작대기  
케이  
  
#케이원석구입하는법 https://t.co/PdVWPAgYo4",0,0,36.0,['케이원석구입하는법'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZ8h6taYAArRG3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZ8h6taYAArRG3?format=jpg&name=orig', altText=None)]",Twitter Web App
710,2023-03-29 17:40:18+00:00,1641133192957808640,cellee55,수면제고퀄아이스 성남수면보조제 스틸녹스하는법(스틸녹스팔아요),,,"♠ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
허브  
인천케이  
수원사끼  
트라마돌구매하는법  
디스펜서리  
떨액  
  
#허브구입 https://t.co/dGEEZ1OzX7",0,0,71.0,['허브구입'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZ562PaQAAU1_3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZ562PaQAAU1_3?format=jpg&name=orig', altText=None)]",Twitter Web App
712,2023-03-29 17:31:18+00:00,1641130929539416065,ASURION1002,♬ARI♬,,,"✎ 국가대표 coreaice ✐

☺ 아이스작대기 ✍

♥ 코카인 ✡

술파는곳 창원아이스 아이스사용후기
케이 샘플20만 작대기뽕 허브

케타민 떨삽니다 클럽약 

 대마 떨사는곳 

 케타민 마약효과 아이스사끼

차가운술파는곳 엑스터시  정품아이스파는곳소개 대마 

#아이스
#사끼 https://t.co/uoTQVXiVpy",0,0,45.0,"['아이스', '사끼']","[Photo(previewUrl='https://pbs.twimg.com/media/FsZ33oLagAAXgE1?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZ33oLagAAXgE1?format=jpg&name=orig', altText=None)]",Twitter Web App
714,2023-03-29 17:24:18+00:00,1641129166266564608,vivi_lame,고퀄아이엑스터시판매 최음제 인증딜러(작대기),,,"♥ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
대구보안딜러  
수원GHB  
엘에스디  
액상허브  
대마가격  
강동고기  
  
#히로뽕구입 https://t.co/VFAaSVjinZ",0,0,66.0,['히로뽕구입'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZ2QHTagAEfmcj?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FsZ2QHTagAEfmcj?format=png&name=orig', altText=None)]",Twitter Web App
715,2023-03-29 17:14:27+00:00,1641126687755866112,whitneylepage,수경상도강원도코데인 해시시 허브구입방법(Molly팔아요),,,"★ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
신의눈물  
경기도도리도리  
댑  
합성대마  
북한산아이스  
클럽drug  
  
#물뽕 https://t.co/NQcWrCctNr",0,0,29.0,['물뽕'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZz-yUaAAE_csD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZz-yUaAAE_csD?format=jpg&name=orig', altText=None)]",Twitter Web App
718,2023-03-29 17:02:53+00:00,1641123774400700416,zul4ihakrj,히로뽕 히로뽕 강남케이밀크(서울좌표딜러구함),,,"♡ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
졸피뎀  
케타민원석  
강북딜러  
파퍼판매  
허브가격  
도리도리후기  
  
#고기팔아요 https://t.co/RZORaeWQBE",0,0,35.0,['고기팔아요'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZxUOqaYAYkHZh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZxUOqaYAYkHZh?format=jpg&name=orig', altText=None)]",Twitter Web App
720,2023-03-29 16:53:41+00:00,1641121461942341632,tjdqkr1,박성준,,,"Happy b b o n g

해피 해피뽕 

아이스작대기 전문 딜러

후리하는방법 아이스퀄리티 허브효능 
광주아이스 아이스판매처 삥두

강남파티 케이 사탕 
떨파는곳 클럽파티 

작대기 샘플20만 
아이스작대기 작대기술 차가운술 

#빙두
#사끼 https://t.co/t00K0uyKfo",0,0,42.0,"['빙두', '사끼']","[Photo(previewUrl='https://pbs.twimg.com/media/FsZvQc_akAENcDN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZvQc_akAENcDN?format=jpg&name=orig', altText=None)]",Twitter Web App
722,2023-03-29 16:51:23+00:00,1641120881668927488,qhdud1004,모에여동생,,대한민국,"♦ 텔 레 i c e m a n k ✒
샘플0.2G 20만
사칭조심

아이스작대기  아이스팝니다
LSD 
작대기뽕

아이스사끼 작대기
아이스1G
허브

최음제 담배 떨구입 

작대기 아이스사끼 강남파티 
담배

후리베이스 ㅈㄷㄱㅇㄹ

#아이스작대기
#캔디 https://t.co/VgM5wB40t4",0,0,34.0,"['아이스작대기', '캔디']","[Photo(previewUrl='https://pbs.twimg.com/media/FsZuupbakAArj3v?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZuupbakAArj3v?format=jpg&name=orig', altText=None)]",Twitter Web App
729,2023-03-29 16:39:18+00:00,1641117839624146944,songaye72127051,송아영,,,"✏ 텔 레 그 램 J R i c e 1 ❣

☑아이스작대기 사끼♨

작대기 아이스 허브 브액 대마초 떨
캔디케이 몰리 떨액 브액 

브액판매처인슐린주사기

케타민 강남파티 
떨구입

아이스술 케이 아이스1G 

#아이스 https://t.co/uv2Dh0f3Md",0,0,10.0,['아이스'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZr9k1acAA0jof?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZr9k1acAA0jof?format=jpg&name=orig', altText=None)]",Twitter Web App
734,2023-03-29 16:16:43+00:00,1641112156560322561,wasishah51214,성남하선모집 액상대마 합성대마구매처(하선구함),,,"☏ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
케타민원석  
모르핀구입  
울산포도허브  
케미컬약  
전남랏슈  
치오펜탈  
  
#인슐린 https://t.co/yb2pXfh2nP",0,0,62.0,['인슐린'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZmxS5aYAAFAND?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZmxS5aYAAFAND?format=jpg&name=orig', altText=None)]",Twitter Web App
743,2023-03-29 15:50:11+00:00,1641105478930554885,MikeCocoli,케미컬약구입하는방법 광주원석케타민 드랍(충북수면유도제),,,"♥ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
황술  
작대기술도매  
황술가격  
수원하이드로몰핀  
포도허브  
대마액상  
  
#수면보조제가격 https://t.co/LIyHQjIc1g",0,0,65.0,['수면보조제가격'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZgtc0aIAEkGLz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZgtc0aIAEkGLz?format=jpg&name=orig', altText=None)]",Twitter Web App
776,2023-03-29 15:06:28+00:00,1641094478797881346,dillanpattinson,충청도케미컬약 사탕 강남수면유도제(고기),,,"● ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
경북인증딜러  
강동드러그  
전국파티drug  
최음제판매  
부산허브액상  
우유주사도매  
  
#하이드로몰핀판매처 https://t.co/MCfNfeDy9X",0,0,35.0,['하이드로몰핀판매처'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZWrJLacAAPFoO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZWrJLacAAPFoO?format=jpg&name=orig', altText=None)]",Twitter Web App
806,2023-03-29 14:20:11+00:00,1641082833086324736,bkkrf,bkkrf,,,"☂텔레 KRBW24☁

사기 걱정 NO ☂
안전한 거래 ✍

 ✏ 착한딜러 샘플 부터 주문주세요 ♥

작대기 아이스 캔디 케이

떨 떨액 액상 허브액상

대마초 대마 떨 허브 

시원한술 차가운술 빙두

아이스작대기

#담배 https://t.co/zI6EtgzggJ",0,0,274.0,['담배'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZMH62aIAEay5-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZMH62aIAEay5-?format=jpg&name=orig', altText=None)]",Twitter Web App
807,2023-03-29 14:20:11+00:00,1641082832654331904,idduftf,러쉬구입하는방법 수원하선모집 Molly(모르핀),,,"☆ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
펜타닐  
경기도드랍퍼모집  
모르핀  
drug판매처  
수원허브액상  
펜타닐  
  
#YABA https://t.co/m54WhhDrDK",0,0,44.0,['YABA'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZMHtyakAEy6QF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsZMHtyakAEy6QF?format=jpg&name=orig', altText=None)]",Twitter Web App
