date,id,user.username,user.displayname,place,user.location,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel,label
2023-03-30 22:36:38+00:00,1641570153531080705,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"판석백호 신혼여행 갔다가
호텔에만 있다옴",6.0,3.0,796.0,,,Twitter for Android,0
2023-03-30 22:33:42+00:00,1641569415392272387,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"탱댐 둘다 쿨한편인데 애기쿨냥이
정대만이 너무 좋아서 질투아닌 질투해서 학교에서  영걸이랑 같이 있어도 싫어해서 항상 달래고 또 달래는 정대만  
연하남 만났음 그정도 해야지",0.0,1.0,343.0,,,Twitter for Android,0
2023-03-30 20:41:54+00:00,1641541283033534466,KlLLY0URDARLlNG,有明 零,,,무슨 소리야... 호무라가 내 대마초 뜯어갔단 말야... 걔가 제일 나빠... 난 귀여워...,0.0,0.0,,,,twittbot.net,0
2023-03-30 20:10:52+00:00,1641533472237056000,SUPERWEBY,웨ㅂ ㅣ🎗,,,"❣ 텔 레 그 램 J R i c e 1 ✉

☣아이스작대기 무한♠

제주아이스 강간데이트 술사는곳
케이 빙두 아이스드랍 빙두

떨 케타민 엑스터시 

 떨파는곳 인디카 

 작대기술 히로뽕 사끼

대마초파는곳 사티바  판매처 떨느낌 

#아이스작대기
#빙두 https://t.co/pOToA2bhke",0.0,0.0,58.0,"['아이스작대기', '빙두']","[Photo(previewUrl='https://pbs.twimg.com/media/Fsfl-usaQAAnqSG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsfl-usaQAAnqSG?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-30 19:36:15+00:00,1641524758230728704,RadioKorea,Radio Korea,,Los Angeles,"돌보던 1세 영아에 대마초 피우게 한 10대 베이비시터

Teenage babysitter makes 1-year-old in her care smoke weed

#radiokorea #am1540 #losangeles #usa #라디오코리아 #뉴스 #news #LA #WEED #babysitter 

https://t.co/ykCKBhgSRK https://t.co/ixfH3XFaBv",1.0,0.0,29.0,"['radiokorea', 'am1540', 'losangeles', 'usa', '라디오코리아', '뉴스', 'news', 'LA', 'WEED', 'babysitter']","[Photo(previewUrl='https://pbs.twimg.com/media/FsfeAh-aMAUn4GJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsfeAh-aMAUn4GJ?format=jpg&name=orig', altText=""Photo Credit: Pinellas County Sheriff's Office"")]",Twitter Web App,0
2023-03-30 18:52:26+00:00,1641513732902899712,wonderfulrush00,대마초🐉💎☪️🤍,,,@PlanMain_SY 화이팅이요!!,0.0,0.0,14.0,,,Twitter Web App,0
2023-03-30 18:49:29+00:00,1641512991152824320,wonderfulrush00,대마초🐉💎☪️🤍,,,"@gomple2800 섣불리 말씀드리는거 같아서 좀 죄송스럽지만
길흉화복이라는 말도 있듯이 좋은일도 곧 오실거라구 믿고 있습니다 :)
화이팅이요!!",1.0,0.0,13.0,,,Twitter Web App,0
2023-03-30 18:37:39+00:00,1641510011934507010,wonderfulrush00,대마초🐉💎☪️🤍,,,@PlanMain_SY 다들 각자 보내온 시간대는 다르지만 지금 열심히 하시는거만해도 충분히 멋있으시다구 생각합니다 👍,1.0,0.0,41.0,,,Twitter Web App,0
2023-03-30 18:32:03+00:00,1641508603046805504,wonderfulrush00,대마초🐉💎☪️🤍,,,"오운완 가슴 및 기타

힘들어 디질거같은데 성취감은 오진다 https://t.co/9UBWrovoaQ",0.0,0.0,88.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsfPXzOaMAAMw_o?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsfPXzOaMAAMw_o?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FsfPX_yaEAELY8_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsfPX_yaEAELY8_?format=jpg&name=orig', altText=None)]",Twitter for Android,0
2023-03-30 18:13:46+00:00,1641504002641924096,godanhada,대마초김치,,대한민국 서울,자자 https://t.co/ZxmZVZWhFY,0.0,1.0,131.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsfLLqwaQAEFr8N?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsfLLqwaQAEFr8N?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 17:41:57+00:00,1641495995195465734,godanhada,대마초김치,,대한민국 서울,뷰리뽈 https://t.co/DXKOU9n2Na,2.0,0.0,145.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsfD5GQaEAcaQas?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsfD5GQaEAcaQas?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 17:21:50+00:00,1641490932351766528,godanhada,대마초김치,,대한민국 서울,나도 아내가 있었으면 좋겠다 보고 있는데 주인공 20대 후반이면서 결혼 못 했다고 종니 궁상떨고 있음,0.0,1.0,116.0,,,Twitter for iPhone,0
2023-03-30 16:53:28+00:00,1641483795466694656,wonderfulrush00,대마초🐉💎☪️🤍,,,"칸나 트윗 보니까 오늘 피곤하다고 조금만 하고 자려던 나에대해 반성하게된다..
결국 오늘의 운동은 오늘만 할 수 있는거니까
오늘도 최선을 다 해야지",0.0,0.0,80.0,,,Twitter Web App,0
2023-03-30 16:32:58+00:00,1641478636489551873,wonderfulrush00,대마초🐉💎☪️🤍,,,@airikannaKR 고생 많으셨어요!👍👍👍,1.0,0.0,79.0,,,Twitter for Android,0
2023-03-30 16:19:23+00:00,1641475215174799367,wonderfulrush00,대마초🐉💎☪️🤍,,,몸상태 너무 메롱한데 그냥 풀업만 좀 하고 자야겠다😥,0.0,0.0,72.0,,,Twitter Web App,0
2023-03-30 16:14:39+00:00,1641474026232225792,godanhada,대마초김치,,대한민국 서울,@Rieuxx 광주에 사과보다 더 못 믿겠음,0.0,0.0,342.0,,,Twitter for iPhone,0
2023-03-30 16:12:20+00:00,1641473443291074561,godanhada,대마초김치,,대한민국 서울,애롭따 https://t.co/uQUYkOM7l6,1.0,3.0,396.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsevZW_aIAArwJn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsevZW_aIAArwJn?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 16:10:32+00:00,1641472989689679874,godanhada,대마초김치,,대한민국 서울,https://t.co/CdW4R7Am5N,0.0,0.0,85.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fseu-7bagAAOjsI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fseu-7bagAAOjsI?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 16:04:10+00:00,1641471386861576194,godanhada,대마초김치,,대한민국 서울,영화 하나 보고 자야지,0.0,0.0,93.0,,,Twitter for iPhone,0
2023-03-30 16:01:51+00:00,1641470804528607237,godanhada,대마초김치,,대한민국 서울,효리 빗질을 두 시간을 했는데 끝도 없다 두부감빠 한 봉다리에 털 꽉 채움,0.0,1.0,111.0,,,Twitter for iPhone,0
2023-03-30 15:59:16+00:00,1641470154428256256,godanhada,대마초김치,,대한민국 서울,왜 한국에서 안 팔지,0.0,0.0,86.0,,,Twitter for iPhone,0
2023-03-30 15:44:28+00:00,1641466431366905856,daemacho1056981,대마초,,,트라이건 처음봤을때 스탬피드라는 이름이 신기해서 그렸음 https://t.co/hZCfkoKCnd,1.0,0.0,92.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsepBH6aUAMvX9g?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsepBH6aUAMvX9g?format=jpg&name=orig', altText=None)]",Twitter for iPad,0
2023-03-30 15:41:11+00:00,1641465601947500545,wonderfulrush00,대마초🐉💎☪️🤍,,,@airikannaKR 고생하셨습니다!! 집에가서 푹 쉬시고 내일뵈요!,1.0,0.0,28.0,,,Twitter Web App,0
2023-03-30 15:23:31+00:00,1641461156111085575,daemacho1056981,대마초,,,2기때 이러고 일어나주라 https://t.co/Up2EKVyWre,3.0,0.0,43.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsekOIKaYBENjg0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsekOIKaYBENjg0?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 15:22:16+00:00,1641460844998582272,killwestman,🧊정조🐿️,,TG|TGM Icemav 🔁❌,"뭐라고 해야하지?
진짜 엄청 건강건강해보이는 사진인데
사진에서 좀,,,, 대마초냄새남
맡아본적은 없는데그냥,,, 느낌이그래요 아편이라고해야하나 그런 마약류,,,느낌이 나 https://t.co/417qPkcwHf",6.0,1.0,211.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsejpHeaUAEq9or?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FsejpHeaUAEq9or?format=png&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/Fsejv85aEAQ4c5E?format=png&name=small', fullUrl='https://pbs.twimg.com/media/Fsejv85aEAQ4c5E?format=png&name=orig', altText=None)]",Twitter Web App,0
2023-03-30 15:20:35+00:00,1641460419389960192,gwonjia8,온실속대마초,,,숫자변태시작됐다 ㅅㅂ,1.0,0.0,261.0,,,Twitter for iPhone,0
2023-03-30 15:20:11+00:00,1641460317929750530,chilpal__,뱅,,블블시 블락,대마초가 땡기는 밤이군요,1.0,0.0,56.0,,,Twitter for iPhone,0
2023-03-30 15:19:36+00:00,1641460172404174849,wonderfulrush00,대마초🐉💎☪️🤍,,,@airikannaKR ㅠㅠㅠ 너무 무리하지 마시고 화이팅이요 몸건강이 제일 우선!,0.0,0.0,19.0,,,Twitter Web App,0
2023-03-30 15:16:05+00:00,1641459285157896192,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,굿밤도ㅣ십셔 대마니 꿈꾸세요. https://t.co/jwf1LiKtn7,1.0,0.0,44.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FseihXGaAAARcFr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseihXGaAAARcFr?format=jpg&name=orig', altText=None)]",Twitter for Android,0
2023-03-30 15:11:41+00:00,1641458178964742145,daemacho1056981,대마초,,,there are taco chicken was problem in my stomach https://t.co/wd4ssAKjkk,1.0,0.0,32.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsehgpOaAAE9HSj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsehgpOaAAE9HSj?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 15:06:06+00:00,1641456776192327683,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"우울한정대만이보고싶다
적폐긴한데 어쩔수없음 내 최애가 됐으면 거쳐야하는 길임.",1.0,0.0,32.0,,,Twitter for Android,0
2023-03-30 15:03:54+00:00,1641456219666935870,daemacho1056981,대마초,,,"저와 맞팔을 하실경우, 계폭직전까지 곁에있습니다 https://t.co/iDlDMhd33o",1.0,0.0,30.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsefuuIaQAA6oAu?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsefuuIaQAA6oAu?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 15:03:51+00:00,1641456209520889858,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"그 청량하다고 해야하나
송태섭은 뭔가 파랑파랑함
그냥 파랑파랑해 
청량함도 되지만 반대로 생각하면 물에 빠진거 같음 깊고깊은 물에 빠져서 허우적거리는 그런게 떠오름
내가대신죽을게정대만이랑살림만차려주라.",1.0,0.0,35.0,,,Twitter for Android,0
2023-03-30 15:01:04+00:00,1641455509554470912,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"사랑해서 놓아준다는건
딱 박철임 아니 사랑으로 정리가 안됨
복잡함 그건 모르겠고걍사랑해",1.0,0.0,28.0,,,Twitter for Android,0
2023-03-30 14:59:14+00:00,1641455045450563589,daemacho1056981,대마초,,,오후에는 꼭 그림그려야지...!,1.0,0.0,12.0,,,Twitter for iPhone,0
2023-03-30 14:57:40+00:00,1641454654218469378,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"첫키스에 레몬맛이 난다는 그말이참
태웅이랑 어울ㅇ린다....",1.0,0.0,29.0,,,Twitter for Android,0
2023-03-30 14:56:00+00:00,1641454233735274496,daemacho1056981,대마초,,,@Mi_jung___ (넙죽),1.0,0.0,20.0,,,Twitter for iPhone,0
2023-03-30 14:55:05+00:00,1641454001509253131,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"중간 끝나는 그순간
트위터 터뜨릴정도로 글쓸거임
기대해일론머스크",1.0,0.0,24.0,,,Twitter for Android,0
2023-03-30 14:50:46+00:00,1641452913901060098,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"아놔 임신 안되는 정대만 ..
생활도 안정 됐겠다 정대만 서태웅 닮은 애 하나만 낳고 싶다고 생각하고
서태웅이랑 얘기해서 노력하는데 안생겨서 맘고생하는",0.0,0.0,80.0,,,Twitter for Android,0
2023-03-30 14:50:12+00:00,1641452772490113025,godanhada,대마초김치,,대한민국 서울,내일 로또 사서 쏘나타 뽑아야지,1.0,0.0,660.0,,,Twitter for iPhone,0
2023-03-30 14:37:47+00:00,1641449649646211074,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,나이 먹으면 정병공을 잘보게된다는데 나도 그럴수도 있긴한데 아직까진 정병공이 뭔가 이입이 돼서 미친듯이 찾아봄,0.0,0.0,68.0,,,Twitter for Android,0
2023-03-30 14:34:28+00:00,1641448814077968386,choeeun94223428,최은석,,,"☝ 텔 레 i c e m a n k ✡
샘플0.2G 20만
사칭조심

아이스작대기 LSD
사끼 
엘에디

아이스팝니다 아이스뽕
차가운술
아이스팝니다

떨 사탕 사탕 
떨가격

LSD 케타민 캔디 
대마

술파는곳 케타민반응

#대마초
#담배 https://t.co/bgalZJCJOk",0.0,0.0,42.0,"['대마초', '담배']","[Photo(previewUrl='https://pbs.twimg.com/media/FseY_B6aYAAPF2k?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseY_B6aYAAPF2k?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-30 14:24:57+00:00,1641446416714448900,daemacho1056981,대마초,,,아직 아침인데 왤케 더워 ㅆ,0.0,0.0,12.0,,,Twitter for iPhone,0
2023-03-30 14:23:54+00:00,1641446155837112330,daemacho1056981,대마초,,,"간단하게 만든 자기소개겸 트친소!
#트라이건_트친소 https://t.co/0wjr0rdjsk",10.0,1.0,551.0,['트라이건_트친소'],"[Photo(previewUrl='https://pbs.twimg.com/media/FseWk2raMAETmqM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseWk2raMAETmqM?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 14:20:55+00:00,1641445404553396225,wonderfulrush00,대마초🐉💎☪️🤍,,,@zlwork100 셰나 자세 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.0,0.0,119.0,,,Twitter for Android,0
2023-03-30 14:15:42+00:00,1641444089597165570,godanhada,대마초김치,,대한민국 서울,시팔 못 보겠다 포기ㅋㅋㅋ 요약 좀 해줘라,0.0,0.0,99.0,,,Twitter for iPad,0
2023-03-30 14:13:05+00:00,1641443431489892356,godanhada,대마초김치,,대한민국 서울,영호 홍상수 영화에 나오게 생김,0.0,0.0,96.0,,,Twitter for iPad,0
2023-03-30 14:08:04+00:00,1641442170510143491,your_manula,조폭마누라,,,"@malatwekak ㅋ ㅋ 내 , 저는 09엿떤 적 업구용 ㅋ ㅋ
라마님 혹씨 ㅋ 대마초(등학교) 출신 아니새여 ❓️ㅋ , ,
저 거기 84기 졸업셍인대 ,,,,,,,,,,ㅋ
이거 ㅋ 선베한태 인사 ,,,, 않하나여 ❓️ㅋ,, ,, 아녀 걍 혹시나 해서여 ㅎ ㅎ ;;;;;",0.0,0.0,36.0,,,Twitter for Android,0
2023-03-30 14:06:39+00:00,1641441813805559811,jungdaeman14,정대마초 셤 준비,,정대만가슴트리플a컵,"손은 소묘하는데 머리속은
정대만,섹스,게이,트위터들로 가득차있었음 나 뭘 하다온거지",0.0,0.0,72.0,,,Twitter for Android,0
2023-03-30 14:05:17+00:00,1641441468366864388,godanhada,대마초김치,,대한민국 서울,나는 솔로 처음 틂ㅋㅋㅋㅋ,0.0,0.0,106.0,,,Twitter for iPad,0
2023-03-30 13:56:42+00:00,1641439310502322178,godanhada,대마초김치,,대한민국 서울,@Ch__in 과벨만수,0.0,0.0,28.0,,,Twitter for iPhone,0
2023-03-30 13:56:29+00:00,1641439255607259137,godanhada,대마초김치,,대한민국 서울,https://t.co/Ho5TbcQKRs,6.0,2.0,764.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FseQSdaaIAkZSTR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseQSdaaIAkZSTR?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FseQSdeacAIV8QS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseQSdeacAIV8QS?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 13:54:22+00:00,1641438722024689667,UNHRDO_BERLIN,연서,,장도고,@ninanin78 하개웃겨 트친농사 대마초가 피다,0.0,0.0,12.0,,,Twitter for Android,0
2023-03-30 13:51:39+00:00,1641438038558662658,godanhada,대마초김치,,대한민국 서울,쏘나타 신형 잘 빠졌네,0.0,0.0,78.0,,,Twitter for iPhone,0
2023-03-30 13:40:11+00:00,1641435151258521601,godanhada,대마초김치,,대한민국 서울,https://t.co/ecHNM3zpCo,2.0,0.0,173.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FseMjKGaIAMVE8Y?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseMjKGaIAMVE8Y?format=jpg&name=orig', altText=None)]",Twitter for iPhone,0
2023-03-30 13:39:35+00:00,1641435002314571776,cocobily,허인흐ㅣ,,,"여러분에 안식처 아이스 하이븐 

✎텔 레 문 의 i c e haven ☎

게이만남 아이스얼음작대기 정품작대기
대마초파는곳 정품아이스파는곳소개

떨사는곳  엑시
사탕 사티바

아이스작대기 아이스1G 아이스1G
아이스1G 케이

#아이스술
#작기술 https://t.co/saqrmyzgop",0.0,0.0,17.0,"['아이스술', '작기술']","[Photo(previewUrl='https://pbs.twimg.com/media/FseMa6FaEAEtWl7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseMa6FaEAEtWl7?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-30 13:29:48+00:00,1641432541243785217,Jinha0520,평원,,,"여러분에 안식처 아이스 하이븐 

♨텔 레 문 의 i c e haven ☄

부부만남 대마초파는곳 서울아이스
BD주사기 작대기구매는

케이 케타민 엑시
파티약 떨가격

아이스작대기 샘플20만 작대기아이스
작대기팝니다 아이스작대기

#작대기
#떨후기
#안전딜러 https://t.co/a3xXCC6COp",0.0,0.0,47.0,"['작대기', '떨후기', '안전딜러']","[Photo(previewUrl='https://pbs.twimg.com/media/FseKLpkacAA7pM5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseKLpkacAA7pM5?format=jpg&name=orig', altText=None)]",Twitter Web App,1
2023-03-30 13:19:21+00:00,1641429910752493569,godanhada,대마초김치,,대한민국 서울,SORRY NOT SORRY https://t.co/dnDe2esh6O - @YouTube,2.0,0.0,120.0,,,Twitter for iPad,0
2023-03-30 13:04:48+00:00,1641426250098184192,godanhada,대마초김치,,대한민국 서울,@kiillgates 대신 치킨이 나와요,1.0,0.0,38.0,,,Twitter for iPad,0
2023-03-30 13:03:25+00:00,1641425901970919425,godanhada,대마초김치,,대한민국 서울,@kiillgates 다 똑같은 사람인데 역할만 다른 영화,1.0,0.0,40.0,,,Twitter for iPad,0
2023-03-30 13:01:43+00:00,1641425471148785664,godanhada,대마초김치,,대한민국 서울,@ladysonlysauna 뭔 맨날 개소리 지껄이다가 동물 들고 오나,0.0,0.0,17.0,,,Twitter for iPad,0
2023-03-30 13:00:21+00:00,1641425126708350976,godanhada,대마초김치,,대한민국 서울,옆에서 잔다 https://t.co/eyxd2BJ60R,1.0,0.0,127.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FseDcrAaMAEMarv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseDcrAaMAEMarv?format=jpg&name=orig', altText=None)]",Twitter for iPad,0
2023-03-30 12:59:40+00:00,1641424957707255808,godanhada,대마초김치,,대한민국 서울,@ladysonlysauna 죽고 싶어요?,1.0,0.0,24.0,,,Twitter for iPad,0
2023-03-30 12:58:34+00:00,1641424678156931072,godanhada,대마초김치,,대한민국 서울,@ladysonlysauna https://t.co/KJyuxSXtfg,0.0,0.0,34.0,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FseDB8laQAEUH7d.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/FseDB8laQAEUH7d.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",Twitter for iPad,0
2023-03-30 12:56:01+00:00,1641424036268998657,godanhada,대마초김치,,대한민국 서울,@ladysonlysauna 여보랑 가야지ㅋㅋ,0.0,0.0,21.0,,,Twitter for iPad,0
2023-03-30 12:55:15+00:00,1641423845390454785,godanhada,대마초김치,,대한민국 서울,@ladysonlysauna 흙으로 돌아가라,0.0,0.0,19.0,,,Twitter for iPad,0
2023-03-30 12:49:18+00:00,1641422348938252289,godanhada,대마초김치,,대한민국 서울,복길님 땜에 나는 솔로 13기 봐야겠음,0.0,0.0,293.0,,,Twitter for iPad,0
2023-03-30 12:48:41+00:00,1641422190624276481,godanhada,대마초김치,,대한민국 서울,https://t.co/memex3rt8C,1.0,0.0,101.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FseAxzxakAAJArF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseAxzxakAAJArF?format=jpg&name=orig', altText=None)]",Twitter for iPad,0
2023-03-30 12:39:45+00:00,1641419942557024257,wonderfulrush00,대마초🐉💎☪️🤍,,,"@IndigoOwner 흑흑..선생님 너무 무리만 하지마십쇼 
스트레스로 인해 근성장이나 다이어트에 지장이 갈 수도 있으니..ㅠㅠㅠㅠ",0.0,0.0,9.0,,,Twitter Web App,0
2023-03-30 12:38:08+00:00,1641419537332723713,godanhada,대마초김치,,대한민국 서울,@isleepwaIk 워터마크를 왜 갑빠에 찍었노,1.0,0.0,22.0,,,Twitter for iPad,0
2023-03-30 12:36:40+00:00,1641419167181201415,godanhada,대마초김치,,대한민국 서울,곽튜브 - 핀란드 - 3라운드 Part 1 🎲✈ │지구마불 세계여행 | TEO https://t.co/wjuguI1Sq5 - @YouTube 헬싱키 공항 그립읍니다(한 번 가 봄),0.0,0.0,167.0,,,Twitter for iPad,0
2023-03-30 12:32:53+00:00,1641418217884368897,godanhada,대마초김치,,대한민국 서울,애롭따 https://t.co/1sNwV0hmpY,0.0,1.0,93.0,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/Fsd9KfdaEAApJAD.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/Fsd9KfdaEAApJAD.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",Twitter for iPad,0
2023-03-30 12:30:55+00:00,1641417722658689025,godanhada,대마초김치,,대한민국 서울,@wjfvus 괜차나여 안 벗겨짐ㅋㅋ,0.0,0.0,14.0,,,Twitter for iPad,0
2023-03-30 12:24:13+00:00,1641416034052886528,godanhada,대마초김치,,대한민국 서울,@wasteshogun 내일까지만 화이팅ㅋㅋ,0.0,0.0,39.0,,,Twitter for iPad,0
